perm,rf,rf_shap,variable,wv_rf,xgb,xgb_shap,task
0.0061380989030943856,0.005406902318439105,0.013463955905750264,"fBodyAcc-bandsEnergy()-1,24",3.8093984795190026,0.00016462519124615935,0.0007612063782289624,clf
0.0022978791841348147,0.0004031912721028233,0.002393343380818235,"fBodyAcc-bandsEnergy()-25,48",0.0934129098308895,0.00038094472256489103,0.0003377511748112738,clf
0.0019479516036336301,0.0018785774327230093,0.005185503206809018,"fBodyAcc-bandsEnergy()-1,8.1",0.3477420797356148,0.002552749123424292,0.017875494435429573,clf
0.003547363823607067,0.001394405583671722,0.006423078964710139,"fBodyAcc-bandsEnergy()-9,16.1",0.5075363568971208,0.002060218248516321,0.016420168802142143,clf
0.0009820908865905953,0.000993740960831408,0.003876840022479224,"fBodyAcc-bandsEnergy()-17,24.1",0.1671671210813212,0.0007768803625367582,0.0017021311214193706,clf
0.00029953686563749467,0.0006841788112558643,0.0009568113221005018,"fBodyAcc-bandsEnergy()-25,32.1",0.2988259359636318,0.00044749217340722686,0.00044724796316586435,clf
0.0009295602002831274,0.00021412329305659392,0.0008733597019958672,"fBodyAcc-bandsEnergy()-33,40.1",0.08619419839061251,0.00024756992934271693,0.0001914081221912056,clf
0.00046722137559273604,0.00027339184967573217,0.0007177933672982276,"fBodyAcc-bandsEnergy()-41,48.1",0.07578356874406238,0.0003218749188818037,0.00020148763724137098,clf
0.0003698997648904384,0.00019630322617532263,0.0006503065653993114,"fBodyAcc-bandsEnergy()-49,56.1",0.09535596889120973,0.0005051096668466926,0.0006636655889451504,clf
0.0001656685302782003,0.00015822034588069603,0.00048497004013125486,"fBodyAcc-bandsEnergy()-57,64.1",0.04020720814726977,0.00046303163981065154,0.00030292704468592996,clf
0.0014548798504208124,0.0008998788795965179,0.002839148482166718,"fBodyAcc-bandsEnergy()-1,16.1",0.4896783551672413,0.00013205686991568655,0.00036606774665415287,clf
0.002129774525148901,0.001082631903248333,0.004260115187488764,"fBodyAcc-bandsEnergy()-17,32.1",0.32052618273381256,0.00025582831585779786,0.0007623546407558024,clf
0.000478527179666604,0.00029878915734667664,0.0007342557331153622,"fBodyAcc-bandsEnergy()-33,48.1",0.15373918997151315,0.00015777656517457217,0.00016712750948499888,clf
0.0002972394112271212,0.0002200811740494105,0.0007144777690047397,"fBodyAcc-bandsEnergy()-49,64.1",0.09651590399994588,0.00023211518418975166,0.00021345163986552507,clf
0.000854831555901013,0.0007927219033497121,0.002656245042199209,"fBodyAcc-bandsEnergy()-1,24.1",0.4721711633335602,0.00011585703032324092,0.0006849842611700296,clf
0.00033977555214802484,0.0003245407384808926,0.0008877822552115367,"fBodyAcc-bandsEnergy()-25,48.1",0.25446743270805405,0.0002485732547938824,0.00024389427562709898,clf
0.002563113371998982,0.0012746963633946634,0.004153537585017633,"fBodyAcc-bandsEnergy()-1,8.2",0.7953532487478403,0.006252816412597896,0.2909699380397797,clf
0.001089205412900492,0.0003925389800038109,0.0017505901740915626,"fBodyAcc-bandsEnergy()-9,16.2",0.23044590547299765,0.0006925180787220597,0.006616473197937012,clf
0.002293733499068427,0.0009717934016331897,0.0034717171241026358,"fBodyAcc-bandsEnergy()-17,24.2",0.3887142473749451,0.0008124291198328137,0.004634996876120567,clf
0.000912527814595874,0.0009638153313399607,0.002154228318415509,"fBodyAcc-bandsEnergy()-25,32.2",0.18802336839296632,0.0005541184218600391,0.0006955412100069225,clf
0.0003904320459603268,0.0003152509481798895,0.0006931843583934231,"fBodyAcc-bandsEnergy()-33,40.2",0.17982855577498305,0.0006201492506079376,0.0005363804521039128,clf
0.0004119171215961397,0.00021579515986140183,0.0006523046177760192,"fBodyAcc-bandsEnergy()-41,48.2",0.11223977777316588,0.00030624124337919056,0.0003412548394408076,clf
0.00021636185954125052,0.00020601685439152064,0.0008167105163445277,"fBodyAcc-bandsEnergy()-49,56.2",0.09407228807237444,0.0009016052354127168,0.001806560903787613,clf
0.000421248248191112,0.00020212614989327608,0.00039575508999407016,"fBodyAcc-bandsEnergy()-57,64.2",0.1674786328588434,0.0006364641012623906,0.0004934772150591017,clf
