model,method,k,metric,value,task
LR,wv_rf,20,ACC,0.9004371053909664,clf
LR,wv_rf,25,ACC,0.920873786407767,clf
LR,wv_rf,25,ACC,0.9237864077669903,clf
LR,wv_rf,25,ACC,0.916504854368932,clf
LR,wv_rf,25,ACC,0.9169902912621359,clf
LR,wv_rf,25,ACC,0.9169499757163672,clf
LR,wv_rf,50,ACC,0.929126213592233,clf
LR,wv_rf,50,ACC,0.9368932038834952,clf
LR,wv_rf,50,ACC,0.9233009708737864,clf
LR,wv_rf,50,ACC,0.9276699029126214,clf
LR,wv_rf,50,ACC,0.9271491015055853,clf
LR,wv_rf,100,ACC,0.9378640776699029,clf
LR,wv_rf,100,ACC,0.9393203883495146,clf
LR,wv_rf,100,ACC,0.933495145631068,clf
LR,wv_rf,100,ACC,0.9378640776699029,clf
LR,wv_rf,100,ACC,0.9388052452646916,clf
LR,xgb_shap,1,ACC,0.4116504854368932,clf
LR,xgb_shap,1,ACC,0.41019417475728154,clf
LR,xgb_shap,1,ACC,0.42572815533980585,clf
LR,xgb_shap,1,ACC,0.4145631067961165,clf
LR,xgb_shap,1,ACC,0.3977659057795046,clf
LR,xgb_shap,2,ACC,0.4223300970873786,clf
LR,xgb_shap,2,ACC,0.4155339805825243,clf
LR,xgb_shap,2,ACC,0.43398058252427185,clf
LR,xgb_shap,2,ACC,0.41650485436893203,clf
LR,xgb_shap,2,ACC,0.4031083050024284,clf
LR,xgb_shap,3,ACC,0.75,clf
LR,xgb_shap,3,ACC,0.7456310679611651,clf
LR,xgb_shap,3,ACC,0.7432038834951457,clf
LR,xgb_shap,3,ACC,0.7446601941747573,clf
LR,xgb_shap,3,ACC,0.7527926177756192,clf
LR,xgb_shap,4,ACC,0.8213592233009709,clf
LR,xgb_shap,4,ACC,0.8266990291262136,clf
LR,xgb_shap,4,ACC,0.8155339805825242,clf
LR,xgb_shap,4,ACC,0.8203883495145631,clf
LR,xgb_shap,4,ACC,0.8130160271976687,clf
LR,xgb_shap,5,ACC,0.8762135922330098,clf
LR,xgb_shap,5,ACC,0.8723300970873786,clf
LR,xgb_shap,5,ACC,0.8655339805825243,clf
LR,xgb_shap,5,ACC,0.8660194174757282,clf
LR,xgb_shap,5,ACC,0.8678970373967946,clf
LR,xgb_shap,10,ACC,0.887378640776699,clf
LR,xgb_shap,10,ACC,0.8864077669902912,clf
LR,xgb_shap,10,ACC,0.8956310679611651,clf
LR,xgb_shap,10,ACC,0.887378640776699,clf
LR,xgb_shap,10,ACC,0.8926663428848955,clf
LR,xgb_shap,15,ACC,0.9116504854368932,clf
LR,xgb_shap,15,ACC,0.9029126213592233,clf
LR,xgb_shap,15,ACC,0.9033980582524271,clf
LR,xgb_shap,15,ACC,0.9004854368932039,clf
LR,xgb_shap,15,ACC,0.8999514327343371,clf
LR,xgb_shap,20,ACC,0.9184466019417475,clf
LR,xgb_shap,20,ACC,0.912621359223301,clf
LR,xgb_shap,20,ACC,0.9131067961165048,clf
LR,xgb_shap,20,ACC,0.9058252427184466,clf
LR,xgb_shap,20,ACC,0.9072365225837785,clf
LR,xgb_shap,25,ACC,0.9305825242718446,clf
LR,xgb_shap,25,ACC,0.925242718446602,clf
LR,xgb_shap,25,ACC,0.9315533980582524,clf
LR,xgb_shap,25,ACC,0.9223300970873787,clf
LR,xgb_shap,25,ACC,0.917921321029626,clf
LR,xgb_shap,50,ACC,0.9490291262135923,clf
LR,xgb_shap,50,ACC,0.9466019417475728,clf
LR,xgb_shap,50,ACC,0.9383495145631068,clf
LR,xgb_shap,50,ACC,0.9495145631067962,clf
LR,xgb_shap,50,ACC,0.9349198640116562,clf
LR,xgb_shap,100,ACC,0.9553398058252427,clf
LR,xgb_shap,100,ACC,0.9587378640776699,clf
LR,xgb_shap,100,ACC,0.9490291262135923,clf
LR,xgb_shap,100,ACC,0.9587378640776699,clf
LR,xgb_shap,100,ACC,0.9490043710539097,clf
RF,xgb,1,Error,0.46310679611650485,clf
RF,xgb,1,Error,0.4703883495145631,clf
RF,xgb,1,Error,0.46067961165048543,clf
RF,xgb,1,Error,0.47912621359223306,clf
RF,xgb,1,Error,0.47984458474987857,clf
RF,xgb,2,Error,0.3087378640776699,clf
RF,xgb,2,Error,0.31456310679611654,clf
RF,xgb,2,Error,0.3111650485436893,clf
RF,xgb,2,Error,0.3203883495145631,clf
RF,xgb,2,Error,0.3278290432248664,clf
RF,xgb,3,Error,0.3097087378640777,clf
RF,xgb,3,Error,0.3063106796116505,clf
RF,xgb,3,Error,0.31504854368932034,clf
RF,xgb,3,Error,0.31359223300970873,clf
RF,xgb,3,Error,0.3307430791646431,clf
RF,xgb,4,Error,0.191747572815534,clf
RF,xgb,4,Error,0.1922330097087379,clf
RF,xgb,4,Error,0.18300970873786404,clf
RF,xgb,4,Error,0.20048543689320386,clf
RF,xgb,4,Error,0.19864011656143754,clf
RF,xgb,5,Error,0.16650485436893203,clf
RF,xgb,5,Error,0.1757281553398058,clf
RF,xgb,5,Error,0.16699029126213594,clf
RF,xgb,5,Error,0.17330097087378638,clf
RF,xgb,5,Error,0.18989800874210783,clf
RF,xgb,10,Error,0.04805825242718442,clf
RF,xgb,10,Error,0.03786407766990296,clf
RF,xgb,10,Error,0.05242718446601946,clf
RF,xgb,10,Error,0.052912621359223255,clf
RF,xgb,10,Error,0.048567265662943226,clf
RF,xgb,15,Error,0.03203883495145632,clf
RF,xgb,15,Error,0.02669902912621358,clf
RF,xgb,15,Error,0.03203883495145632,clf
RF,xgb,15,Error,0.03834951456310676,clf
RF,xgb,15,Error,0.04419621175327826,clf
RF,xgb,20,Error,0.025242718446601975,clf
RF,xgb,20,Error,0.022330097087378653,clf
RF,xgb,20,Error,0.02669902912621358,clf
RF,xgb,20,Error,0.02766990291262139,clf
RF,xgb,20,Error,0.03254006799417197,clf
RF,xgb,25,Error,0.02669902912621358,clf
RF,xgb,25,Error,0.021844660194174748,clf
RF,xgb,25,Error,0.020873786407766937,clf
RF,xgb,25,Error,0.02669902912621358,clf
RF,xgb,25,Error,0.028169014084507005,clf
RF,xgb,50,Error,0.020388349514563142,clf
RF,xgb,50,Error,0.016990291262135915,clf
RF,xgb,50,Error,0.020388349514563142,clf
RF,xgb,50,Error,0.015048543689320404,clf
RF,xgb,50,Error,0.022340942204953862,clf
RF,xgb,100,Error,0.021844660194174748,clf
RF,xgb,100,Error,0.015048543689320404,clf
RF,xgb,100,Error,0.01747572815533982,clf
RF,xgb,100,Error,0.016019417475728104,clf
RF,xgb,100,Error,0.022340942204953862,clf
RF,perm,1,Error,0.5427184466019417,clf
RF,perm,1,Error,0.5786407766990291,clf
RF,perm,1,Error,0.5466019417475728,clf
RF,perm,1,Error,0.558252427184466,clf
RF,perm,1,Error,0.5619232637202525,clf
RF,perm,2,Error,0.3393203883495146,clf
RF,perm,2,Error,0.3504854368932039,clf
RF,perm,2,Error,0.3412621359223301,clf
RF,perm,2,Error,0.3567961165048543,clf
RF,perm,2,Error,0.34385624089363764,clf
RF,perm,3,Error,0.3121359223300971,clf
RF,perm,3,Error,0.31844660194174756,clf
RF,perm,3,Error,0.31553398058252424,clf
RF,perm,3,Error,0.32815533980582523,clf
RF,perm,3,Error,0.3186012627489072,clf
RF,perm,4,Error,0.2058252427184466,clf
RF,perm,4,Error,0.2077669902912621,clf
RF,perm,4,Error,0.22621359223300974,clf
RF,perm,4,Error,0.23834951456310682,clf
RF,perm,4,Error,0.2326372025254978,clf
RF,perm,5,Error,0.20825242718446602,clf
RF,perm,5,Error,0.21019417475728153,clf
RF,perm,5,Error,0.22864077669902916,clf
RF,perm,5,Error,0.24223300970873785,clf
RF,perm,5,Error,0.2404079650315687,clf
RF,perm,10,Error,0.04757281553398063,clf
RF,perm,10,Error,0.05145631067961165,clf
RF,perm,10,Error,0.05436893203883497,clf
RF,perm,10,Error,0.053883495145631066,clf
RF,perm,10,Error,0.053909664885866904,clf
RF,perm,15,Error,0.03834951456310676,clf
RF,perm,15,Error,0.03689320388349515,clf
RF,perm,15,Error,0.043689320388349495,clf
RF,perm,15,Error,0.04854368932038833,clf
RF,perm,15,Error,0.04322486644001944,clf
RF,perm,20,Error,0.03786407766990296,clf
RF,perm,20,Error,0.035436893203883546,clf
RF,perm,20,Error,0.04708737864077672,clf
RF,perm,20,Error,0.0441747572815534,clf
RF,perm,20,Error,0.04079650315687222,clf
RF,perm,25,Error,0.034466019417475735,clf
RF,perm,25,Error,0.030582524271844713,clf
RF,perm,25,Error,0.04126213592233008,clf
RF,perm,25,Error,0.042718446601941795,clf
RF,perm,25,Error,0.038368139873725116,clf
RF,perm,50,Error,0.035436893203883546,clf
RF,perm,50,Error,0.030582524271844713,clf
RF,perm,50,Error,0.03883495145631066,clf
RF,perm,50,Error,0.03737864077669906,clf
RF,perm,50,Error,0.037396794560466295,clf
RF,perm,100,Error,0.029611650485436902,clf
RF,perm,100,Error,0.01844660194174752,clf
RF,perm,100,Error,0.025242718446601975,clf
RF,perm,100,Error,0.024271844660194164,clf
RF,perm,100,Error,0.023797960174842148,clf
RF,rf_shap,1,Error,0.4694174757281553,clf
RF,rf_shap,1,Error,0.4810679611650486,clf
RF,rf_shap,1,Error,0.4815533980582525,clf
RF,rf_shap,1,Error,0.47669902912621365,clf
RF,rf_shap,1,Error,0.4910150558523555,clf
RF,rf_shap,2,Error,0.31553398058252424,clf
RF,rf_shap,2,Error,0.3237864077669903,clf
RF,rf_shap,2,Error,0.32864077669902914,clf
RF,rf_shap,2,Error,0.33009708737864074,clf
RF,rf_shap,2,Error,0.3448275862068966,clf
RF,rf_shap,3,Error,0.23300970873786409,clf
RF,rf_shap,3,Error,0.23203883495145627,clf
RF,rf_shap,3,Error,0.237378640776699,clf
RF,rf_shap,3,Error,0.2524271844660194,clf
RF,rf_shap,3,Error,0.2554638173870811,clf
RF,rf_shap,4,Error,0.2067961165048544,clf
RF,rf_shap,4,Error,0.21019417475728153,clf
RF,rf_shap,4,Error,0.22572815533980584,clf
RF,rf_shap,4,Error,0.2368932038834951,clf
RF,rf_shap,4,Error,0.23312287518212726,clf
RF,rf_shap,5,Error,0.21359223300970875,clf
RF,rf_shap,5,Error,0.21116504854368934,clf
RF,rf_shap,5,Error,0.22621359223300974,clf
RF,rf_shap,5,Error,0.23786407766990292,clf
RF,rf_shap,5,Error,0.23409422049538609,clf
RF,rf_shap,10,Error,0.074757281553398,clf
RF,rf_shap,10,Error,0.07184466019417479,clf
RF,rf_shap,10,Error,0.06990291262135917,clf
RF,rf_shap,10,Error,0.07621359223300972,clf
RF,rf_shap,10,Error,0.0757649344341913,clf
RF,rf_shap,15,Error,0.052912621359223255,clf
RF,rf_shap,15,Error,0.051941747572815555,clf
RF,rf_shap,15,Error,0.050970873786407744,clf
RF,rf_shap,15,Error,0.061165048543689315,clf
RF,rf_shap,15,Error,0.05439533754249637,clf
RF,rf_shap,20,Error,0.04611650485436891,clf
RF,rf_shap,20,Error,0.04611650485436891,clf
RF,rf_shap,20,Error,0.050970873786407744,clf
RF,rf_shap,20,Error,0.05679611650485439,clf
RF,rf_shap,20,Error,0.053909664885866904,clf
RF,rf_shap,25,Error,0.04126213592233008,clf
RF,rf_shap,25,Error,0.04611650485436891,clf
RF,rf_shap,25,Error,0.050000000000000044,clf
RF,rf_shap,25,Error,0.053883495145631066,clf
RF,rf_shap,25,Error,0.052938319572608084,clf
RF,rf_shap,50,Error,0.03203883495145632,clf
RF,rf_shap,50,Error,0.026213592233009675,clf
RF,rf_shap,50,Error,0.03155339805825241,clf
RF,rf_shap,50,Error,0.029611650485436902,clf
RF,rf_shap,50,Error,0.031083050024283687,clf
RF,rf_shap,100,Error,0.02864077669902909,clf
RF,rf_shap,100,Error,0.01941747572815533,clf
RF,rf_shap,100,Error,0.029611650485436902,clf
RF,rf_shap,100,Error,0.02669902912621358,clf
RF,rf_shap,100,Error,0.024769305488100968,clf
RF,rf,1,Error,0.4742718446601941,clf
RF,rf,1,Error,0.4854368932038835,clf
RF,rf,1,Error,0.48058252427184467,clf
RF,rf,1,Error,0.47961165048543686,clf
RF,rf,1,Error,0.49150072850898496,clf
RF,rf,2,Error,0.31407766990291264,clf
RF,rf,2,Error,0.3233009708737864,clf
RF,rf,2,Error,0.33203883495145636,clf
RF,rf,2,Error,0.32961165048543695,clf
RF,rf,2,Error,0.33462846041767846,clf
RF,rf,3,Error,0.23203883495145627,clf
RF,rf,3,Error,0.2354368932038835,clf
RF,rf,3,Error,0.24126213592233015,clf
RF,rf,3,Error,0.25582524271844664,clf
RF,rf,3,Error,0.2554638173870811,clf
RF,rf,4,Error,0.22572815533980584,clf
RF,rf,4,Error,0.2359223300970874,clf
RF,rf,4,Error,0.23834951456310682,clf
RF,rf,4,Error,0.253883495145631,clf
RF,rf,4,Error,0.2520641087906751,clf
RF,rf,5,Error,0.20970873786407762,clf
RF,rf,5,Error,0.20922330097087383,clf
RF,rf,5,Error,0.2199029126213592,clf
RF,rf,5,Error,0.24174757281553394,clf
RF,rf,5,Error,0.23749392909179212,clf
RF,rf,10,Error,0.13689320388349513,clf
RF,rf,10,Error,0.14223300970873787,clf
RF,rf,10,Error,0.15048543689320393,clf
RF,rf,10,Error,0.15533980582524276,clf
RF,rf,10,Error,0.16755706653715396,clf
RF,rf,15,Error,0.045631067961165006,clf
RF,rf,15,Error,0.04805825242718442,clf
RF,rf,15,Error,0.03883495145631066,clf
RF,rf,15,Error,0.05631067961165048,clf
RF,rf,15,Error,0.04613890237979601,clf
RF,rf,20,Error,0.03737864077669906,clf
RF,rf,20,Error,0.030097087378640808,clf
RF,rf,20,Error,0.03300970873786413,clf
RF,rf,20,Error,0.03834951456310676,clf
RF,rf,20,Error,0.037396794560466295,clf
RF,rf,25,Error,0.031067961165048508,clf
RF,rf,25,Error,0.027184466019417486,clf
RF,rf,25,Error,0.027184466019417486,clf
RF,rf,25,Error,0.03592233009708734,clf
RF,rf,25,Error,0.03399708596406026,clf
RF,rf,50,Error,0.03398058252427183,clf
RF,rf,50,Error,0.02669902912621358,clf
RF,rf,50,Error,0.028155339805825297,clf
RF,rf,50,Error,0.03495145631067964,clf
RF,rf,50,Error,0.03351141330743079,clf
RF,rf,100,Error,0.030582524271844713,clf
RF,rf,100,Error,0.023300970873786353,clf
RF,rf,100,Error,0.02669902912621358,clf
RF,rf,100,Error,0.027184466019417486,clf
RF,rf,100,Error,0.030111704711024756,clf
RF,wv_rf,1,Error,0.4733009708737864,clf
RF,wv_rf,1,Error,0.4820388349514563,clf
RF,wv_rf,1,Error,0.47718446601941744,clf
RF,wv_rf,1,Error,0.4839805825242719,clf
RF,wv_rf,1,Error,0.4934434191355027,clf
RF,wv_rf,2,Error,0.21699029126213587,clf
RF,wv_rf,2,Error,0.2213592233009709,clf
RF,wv_rf,2,Error,0.2213592233009709,clf
RF,wv_rf,2,Error,0.2067961165048544,clf
RF,wv_rf,2,Error,0.22000971345313258,clf
RF,wv_rf,3,Error,0.19417475728155342,clf
RF,wv_rf,3,Error,0.18640776699029127,clf
RF,wv_rf,3,Error,0.20873786407766992,clf
RF,wv_rf,3,Error,0.1898058252427185,clf
RF,wv_rf,3,Error,0.19572608062166097,clf
RF,wv_rf,4,Error,0.16941747572815535,clf
RF,wv_rf,4,Error,0.16553398058252422,clf
RF,wv_rf,4,Error,0.18349514563106795,clf
RF,wv_rf,4,Error,0.1621359223300971,clf
RF,wv_rf,4,Error,0.17581350169985432,clf
RF,wv_rf,5,Error,0.17184466019417477,clf
RF,wv_rf,5,Error,0.16893203883495145,clf
RF,wv_rf,5,Error,0.18834951456310678,clf
RF,wv_rf,5,Error,0.16553398058252422,clf
RF,wv_rf,5,Error,0.17969888295288972,clf
RF,wv_rf,10,Error,0.09757281553398056,clf
RF,wv_rf,10,Error,0.09174757281553403,clf
RF,wv_rf,10,Error,0.1014563106796117,clf
RF,wv_rf,10,Error,0.10485436893203881,clf
RF,wv_rf,10,Error,0.09422049538610977,clf
RF,wv_rf,15,Error,0.08543689320388348,clf
RF,wv_rf,15,Error,0.08932038834951461,clf
RF,wv_rf,15,Error,0.09951456310679607,clf
RF,wv_rf,15,Error,0.09563106796116505,clf
RF,wv_rf,15,Error,0.0913064594463332,clf
RF,wv_rf,20,Error,0.04611650485436891,clf
RF,wv_rf,20,Error,0.050970873786407744,clf
RF,wv_rf,20,Error,0.04854368932038833,clf
RF,wv_rf,20,Error,0.05436893203883497,clf
RF,wv_rf,20,Error,0.048567265662943226,clf
RF,wv_rf,25,Error,0.042718446601941795,clf
RF,wv_rf,25,Error,0.041747572815533984,clf
RF,wv_rf,25,Error,0.04320388349514559,clf
RF,wv_rf,25,Error,0.050970873786407744,clf
RF,wv_rf,25,Error,0.044681884409907724,clf
RF,wv_rf,50,Error,0.03932038834951457,clf
RF,wv_rf,50,Error,0.04126213592233008,clf
RF,wv_rf,50,Error,0.041747572815533984,clf
RF,wv_rf,50,Error,0.04611650485436891,clf
RF,wv_rf,50,Error,0.04613890237979601,clf
RF,wv_rf,100,Error,0.034466019417475735,clf
RF,wv_rf,100,Error,0.03398058252427183,clf
RF,wv_rf,100,Error,0.036407766990291246,clf
RF,wv_rf,100,Error,0.036407766990291246,clf
RF,wv_rf,100,Error,0.03788246721709565,clf
RF,xgb_shap,1,Error,0.5354368932038835,clf
RF,xgb_shap,1,Error,0.5776699029126213,clf
RF,xgb_shap,1,Error,0.5422330097087379,clf
RF,xgb_shap,1,Error,0.5519417475728156,clf
RF,xgb_shap,1,Error,0.5541525012141817,clf
RF,xgb_shap,2,Error,0.32864077669902914,clf
RF,xgb_shap,2,Error,0.34563106796116505,clf
RF,xgb_shap,2,Error,0.32864077669902914,clf
RF,xgb_shap,2,Error,0.3548543689320388,clf
RF,xgb_shap,2,Error,0.3467702768334143,clf
RF,xgb_shap,3,Error,0.18737864077669908,clf
RF,xgb_shap,3,Error,0.19902912621359226,clf
RF,xgb_shap,3,Error,0.20242718446601937,clf
RF,xgb_shap,3,Error,0.19417475728155342,clf
RF,xgb_shap,3,Error,0.18795531811559008,clf
RF,xgb_shap,4,Error,0.0868932038834952,clf
RF,xgb_shap,4,Error,0.09174757281553403,clf
RF,xgb_shap,4,Error,0.0883495145631068,clf
RF,xgb_shap,4,Error,0.09611650485436896,clf
RF,xgb_shap,4,Error,0.09567751335599806,clf
RF,xgb_shap,5,Error,0.06747572815533975,clf
RF,xgb_shap,5,Error,0.06650485436893205,clf
RF,xgb_shap,5,Error,0.07087378640776698,clf
RF,xgb_shap,5,Error,0.074757281553398,clf
RF,xgb_shap,5,Error,0.06119475473530844,clf
RF,xgb_shap,10,Error,0.05145631067961165,clf
RF,xgb_shap,10,Error,0.04854368932038833,clf
RF,xgb_shap,10,Error,0.05436893203883497,clf
RF,xgb_shap,10,Error,0.05048543689320384,clf
RF,xgb_shap,10,Error,0.05536668285575519,clf
RF,xgb_shap,15,Error,0.04029126213592238,clf
RF,xgb_shap,15,Error,0.03737864077669906,clf
RF,xgb_shap,15,Error,0.043689320388349495,clf
RF,xgb_shap,15,Error,0.04126213592233008,clf
RF,xgb_shap,15,Error,0.04031083050024287,clf
RF,xgb_shap,20,Error,0.03398058252427183,clf
RF,xgb_shap,20,Error,0.03155339805825241,clf
RF,xgb_shap,20,Error,0.031067961165048508,clf
RF,xgb_shap,20,Error,0.03495145631067964,clf
RF,xgb_shap,20,Error,0.03788246721709565,clf
RF,xgb_shap,25,Error,0.027184466019417486,clf
RF,xgb_shap,25,Error,0.02281553398058256,clf
RF,xgb_shap,25,Error,0.027184466019417486,clf
RF,xgb_shap,25,Error,0.030582524271844713,clf
RF,xgb_shap,25,Error,0.02962603205439529,clf
RF,xgb_shap,50,Error,0.021844660194174748,clf
RF,xgb_shap,50,Error,0.016990291262135915,clf
RF,xgb_shap,50,Error,0.02378640776699026,clf
RF,xgb_shap,50,Error,0.022330097087378653,clf
RF,xgb_shap,50,Error,0.023312287518212682,clf
RF,xgb_shap,100,Error,0.021844660194174748,clf
RF,xgb_shap,100,Error,0.01747572815533982,clf
RF,xgb_shap,100,Error,0.02281553398058256,clf
RF,xgb_shap,100,Error,0.021844660194174748,clf
RF,xgb_shap,100,Error,0.018941233608547825,clf
SVM,xgb,1,Error,0.5737864077669903,clf
SVM,xgb,1,Error,0.5587378640776699,clf
SVM,xgb,1,Error,0.5509708737864077,clf
SVM,xgb,1,Error,0.5674757281553398,clf
SVM,xgb,1,Error,0.5794074793589121,clf
SVM,xgb,2,Error,0.5218446601941747,clf
SVM,xgb,2,Error,0.5228155339805824,clf
SVM,xgb,2,Error,0.5165048543689321,clf
SVM,xgb,2,Error,0.5300970873786408,clf
SVM,xgb,2,Error,0.5424963574550753,clf
SVM,xgb,3,Error,0.5004854368932039,clf
SVM,xgb,3,Error,0.5053398058252427,clf
SVM,xgb,3,Error,0.49514563106796117,clf
SVM,xgb,3,Error,0.512621359223301,clf
SVM,xgb,3,Error,0.5245264691597863,clf
SVM,xgb,4,Error,0.31796116504854366,clf
SVM,xgb,4,Error,0.31893203883495147,clf
SVM,xgb,4,Error,0.31747572815533975,clf
SVM,xgb,4,Error,0.30533980582524267,clf
SVM,xgb,4,Error,0.3161728994657601,clf
SVM,xgb,5,Error,0.30242718446601946,clf
SVM,xgb,5,Error,0.30388349514563107,clf
SVM,xgb,5,Error,0.30291262135922326,clf
SVM,xgb,5,Error,0.2932038834951456,clf
SVM,xgb,5,Error,0.3084021369596892,clf
SVM,xgb,10,Error,0.1490291262135922,clf
SVM,xgb,10,Error,0.13834951456310685,clf
SVM,xgb,10,Error,0.1490291262135922,clf
SVM,xgb,10,Error,0.1339805825242718,clf
SVM,xgb,10,Error,0.1466731423020884,clf
SVM,xgb,15,Error,0.09368932038834954,clf
SVM,xgb,15,Error,0.09708737864077666,clf
SVM,xgb,15,Error,0.09466019417475724,clf
SVM,xgb,15,Error,0.09514563106796114,clf
SVM,xgb,15,Error,0.10053423992229238,clf
SVM,xgb,20,Error,0.08155339805825246,clf
SVM,xgb,20,Error,0.0888349514563107,clf
SVM,xgb,20,Error,0.07912621359223304,clf
SVM,xgb,20,Error,0.07864077669902914,clf
SVM,xgb,20,Error,0.08887809616318598,clf
SVM,xgb,25,Error,0.08106796116504855,clf
SVM,xgb,25,Error,0.08446601941747578,clf
SVM,xgb,25,Error,0.07669902912621362,clf
SVM,xgb,25,Error,0.07718446601941753,clf
SVM,xgb,25,Error,0.09033511413307427,clf
SVM,xgb,50,Error,0.05436893203883497,clf
SVM,xgb,50,Error,0.06067961165048541,clf
SVM,xgb,50,Error,0.06601941747572815,clf
SVM,xgb,50,Error,0.05436893203883497,clf
SVM,xgb,50,Error,0.06702282661486159,clf
SVM,xgb,100,Error,0.03737864077669906,clf
SVM,xgb,100,Error,0.036407766990291246,clf
SVM,xgb,100,Error,0.04126213592233008,clf
SVM,xgb,100,Error,0.031067961165048508,clf
SVM,xgb,100,Error,0.04079650315687222,clf
SVM,perm,1,Error,0.6208737864077669,clf
SVM,perm,1,Error,0.6305825242718446,clf
SVM,perm,1,Error,0.6140776699029127,clf
SVM,perm,1,Error,0.625242718446602,clf
SVM,perm,1,Error,0.6318601262748907,clf
SVM,perm,2,Error,0.6140776699029127,clf
SVM,perm,2,Error,0.6266990291262136,clf
SVM,perm,2,Error,0.6106796116504855,clf
SVM,perm,2,Error,0.6228155339805825,clf
SVM,perm,2,Error,0.6294317629917436,clf
SVM,perm,3,Error,0.6004854368932039,clf
SVM,perm,3,Error,0.6160194174757281,clf
SVM,perm,3,Error,0.6009708737864078,clf
SVM,perm,3,Error,0.608252427184466,clf
SVM,perm,3,Error,0.6202039825157843,clf
SVM,perm,4,Error,0.5912621359223301,clf
SVM,perm,4,Error,0.604368932038835,clf
SVM,perm,4,Error,0.595631067961165,clf
SVM,perm,4,Error,0.5927184466019417,clf
SVM,perm,4,Error,0.6095191840699369,clf
SVM,perm,5,Error,0.5912621359223301,clf
SVM,perm,5,Error,0.6004854368932039,clf
SVM,perm,5,Error,0.583495145631068,clf
SVM,perm,5,Error,0.5936893203883495,clf
SVM,perm,5,Error,0.6070908207867898,clf
SVM,perm,10,Error,0.15339805825242714,clf
SVM,perm,10,Error,0.15825242718446597,clf
SVM,perm,10,Error,0.16456310679611652,clf
SVM,perm,10,Error,0.16844660194174754,clf
SVM,perm,10,Error,0.15395823215152982,clf
SVM,perm,15,Error,0.11407766990291257,clf
SVM,perm,15,Error,0.11844660194174761,clf
SVM,perm,15,Error,0.12233009708737863,clf
SVM,perm,15,Error,0.12135922330097082,clf
SVM,perm,15,Error,0.11753278290432245,clf
SVM,perm,20,Error,0.11067961165048545,clf
SVM,perm,20,Error,0.10582524271844662,clf
SVM,perm,20,Error,0.11601941747572819,clf
SVM,perm,20,Error,0.11504854368932038,clf
SVM,perm,20,Error,0.10879067508499274,clf
SVM,perm,25,Error,0.10485436893203881,clf
SVM,perm,25,Error,0.10485436893203881,clf
SVM,perm,25,Error,0.11213592233009706,clf
SVM,perm,25,Error,0.11456310679611648,clf
SVM,perm,25,Error,0.10927634774162209,clf
SVM,perm,50,Error,0.08737864077669899,clf
SVM,perm,50,Error,0.09611650485436896,clf
SVM,perm,50,Error,0.09854368932038837,clf
SVM,perm,50,Error,0.09854368932038837,clf
SVM,perm,50,Error,0.09422049538610977,clf
SVM,perm,100,Error,0.0737864077669903,clf
SVM,perm,100,Error,0.07669902912621362,clf
SVM,perm,100,Error,0.0878640776699029,clf
SVM,perm,100,Error,0.08543689320388348,clf
SVM,perm,100,Error,0.0835356969402623,clf
SVM,rf_shap,1,Error,0.6203883495145631,clf
SVM,rf_shap,1,Error,0.6300970873786408,clf
SVM,rf_shap,1,Error,0.6121359223300971,clf
SVM,rf_shap,1,Error,0.624757281553398,clf
SVM,rf_shap,1,Error,0.6318601262748907,clf
SVM,rf_shap,2,Error,0.5907766990291262,clf
SVM,rf_shap,2,Error,0.6014563106796116,clf
SVM,rf_shap,2,Error,0.5980582524271845,clf
SVM,rf_shap,2,Error,0.5932038834951456,clf
SVM,rf_shap,2,Error,0.6075764934434191,clf
SVM,rf_shap,3,Error,0.5888349514563107,clf
SVM,rf_shap,3,Error,0.5980582524271845,clf
SVM,rf_shap,3,Error,0.5980582524271845,clf
SVM,rf_shap,3,Error,0.5912621359223301,clf
SVM,rf_shap,3,Error,0.6036911121903836,clf
SVM,rf_shap,4,Error,0.5912621359223301,clf
SVM,rf_shap,4,Error,0.604368932038835,clf
SVM,rf_shap,4,Error,0.595631067961165,clf
SVM,rf_shap,4,Error,0.5927184466019417,clf
SVM,rf_shap,4,Error,0.6095191840699369,clf
SVM,rf_shap,5,Error,0.5912621359223301,clf
SVM,rf_shap,5,Error,0.6004854368932039,clf
SVM,rf_shap,5,Error,0.583495145631068,clf
SVM,rf_shap,5,Error,0.5936893203883495,clf
SVM,rf_shap,5,Error,0.6070908207867898,clf
SVM,rf_shap,10,Error,0.3262135922330097,clf
SVM,rf_shap,10,Error,0.32815533980582523,clf
SVM,rf_shap,10,Error,0.31747572815533975,clf
SVM,rf_shap,10,Error,0.3388349514563107,clf
SVM,rf_shap,10,Error,0.3288003885381253,clf
SVM,rf_shap,15,Error,0.14223300970873787,clf
SVM,rf_shap,15,Error,0.1451456310679612,clf
SVM,rf_shap,15,Error,0.1456310679611651,clf
SVM,rf_shap,15,Error,0.15631067961165046,clf
SVM,rf_shap,15,Error,0.15881495871782414,clf
SVM,rf_shap,20,Error,0.11844660194174761,clf
SVM,rf_shap,20,Error,0.12038834951456312,clf
SVM,rf_shap,20,Error,0.12475728155339805,clf
SVM,rf_shap,20,Error,0.12621359223300976,clf
SVM,rf_shap,20,Error,0.12870325400679938,clf
SVM,rf_shap,25,Error,0.11262135922330097,clf
SVM,rf_shap,25,Error,0.12135922330097082,clf
