model,method,k,metric,value,task
SVM,rf,7,MSE,5.022672883520932,reg
SVM,rf,7,MSE,4.577300670798075,reg
SVM,rf,8,MSE,4.216077377350983,reg
SVM,rf,8,MSE,4.959464355115701,reg
SVM,rf,8,MSE,4.196276107123696,reg
SVM,rf,8,MSE,4.930111763332042,reg
SVM,rf,8,MSE,4.555158732048417,reg
SVM,rf,9,MSE,4.239602515376117,reg
SVM,rf,9,MSE,4.957999034286466,reg
SVM,rf,9,MSE,4.232519538403672,reg
SVM,rf,9,MSE,4.907895387261272,reg
SVM,rf,9,MSE,4.526418148302815,reg
SVM,rf,10,MSE,4.215668535223517,reg
SVM,rf,10,MSE,4.963853475270023,reg
SVM,rf,10,MSE,4.25773290061676,reg
SVM,rf,10,MSE,4.954095996159738,reg
SVM,rf,10,MSE,4.580157804621639,reg
SVM,wv_rf,1,MSE,5.602757348761906,reg
SVM,wv_rf,1,MSE,6.26249689532944,reg
SVM,wv_rf,1,MSE,5.954601306616727,reg
SVM,wv_rf,1,MSE,6.067091699565643,reg
SVM,wv_rf,1,MSE,5.721662435112434,reg
SVM,wv_rf,2,MSE,4.588383029604269,reg
SVM,wv_rf,2,MSE,5.1852352409422755,reg
SVM,wv_rf,2,MSE,4.613511517425424,reg
SVM,wv_rf,2,MSE,5.259488040273785,reg
SVM,wv_rf,2,MSE,4.814231128709405,reg
SVM,wv_rf,3,MSE,4.608700657975969,reg
SVM,wv_rf,3,MSE,5.267211942952653,reg
SVM,wv_rf,3,MSE,4.604430879348526,reg
SVM,wv_rf,3,MSE,5.265077566394505,reg
SVM,wv_rf,3,MSE,4.75424702683717,reg
SVM,wv_rf,4,MSE,4.474155415294137,reg
SVM,wv_rf,4,MSE,5.024435654923441,reg
SVM,wv_rf,4,MSE,4.395889047309294,reg
SVM,wv_rf,4,MSE,5.025563547363067,reg
SVM,wv_rf,4,MSE,4.531940633596319,reg
SVM,wv_rf,5,MSE,4.439098273645187,reg
SVM,wv_rf,5,MSE,5.084178566501728,reg
SVM,wv_rf,5,MSE,4.30667972847689,reg
SVM,wv_rf,5,MSE,5.076892046961284,reg
SVM,wv_rf,5,MSE,4.557479731038245,reg
SVM,wv_rf,6,MSE,4.341500314180002,reg
SVM,wv_rf,6,MSE,5.0419714262298045,reg
SVM,wv_rf,6,MSE,4.243866131007038,reg
SVM,wv_rf,6,MSE,5.066115256061485,reg
SVM,wv_rf,6,MSE,4.547568929133695,reg
SVM,wv_rf,7,MSE,4.278896012193052,reg
SVM,wv_rf,7,MSE,5.025030852341843,reg
SVM,wv_rf,7,MSE,4.331707904704082,reg
SVM,wv_rf,7,MSE,5.012636523776637,reg
SVM,wv_rf,7,MSE,4.575638699203545,reg
SVM,wv_rf,8,MSE,4.199410813808961,reg
SVM,wv_rf,8,MSE,4.946488246448246,reg
SVM,wv_rf,8,MSE,4.23819058337745,reg
SVM,wv_rf,8,MSE,4.935731881432732,reg
SVM,wv_rf,8,MSE,4.4828970908300105,reg
SVM,wv_rf,9,MSE,4.240493857120041,reg
SVM,wv_rf,9,MSE,4.913598081377605,reg
SVM,wv_rf,9,MSE,4.238858281247352,reg
SVM,wv_rf,9,MSE,4.959885019009809,reg
SVM,wv_rf,9,MSE,4.558270379580864,reg
SVM,wv_rf,10,MSE,4.229417512470756,reg
SVM,wv_rf,10,MSE,4.996056986848549,reg
SVM,wv_rf,10,MSE,4.247623018351663,reg
SVM,wv_rf,10,MSE,4.965652561649699,reg
SVM,wv_rf,10,MSE,4.575415170330197,reg
SVM,xgb_shap,1,MSE,7.705870933831181,reg
SVM,xgb_shap,1,MSE,8.975325440796315,reg
SVM,xgb_shap,1,MSE,8.746721980912287,reg
SVM,xgb_shap,1,MSE,8.786077290810876,reg
SVM,xgb_shap,1,MSE,8.780453709489224,reg
SVM,xgb_shap,2,MSE,4.578183874959418,reg
SVM,xgb_shap,2,MSE,5.170402155856673,reg
SVM,xgb_shap,2,MSE,4.61613246060828,reg
SVM,xgb_shap,2,MSE,5.279262372186517,reg
SVM,xgb_shap,2,MSE,4.830958860779685,reg
SVM,xgb_shap,3,MSE,4.4115978922031065,reg
SVM,xgb_shap,3,MSE,4.896586372747523,reg
SVM,xgb_shap,3,MSE,4.358207426299428,reg
SVM,xgb_shap,3,MSE,4.956343477313586,reg
SVM,xgb_shap,3,MSE,4.640186160615376,reg
SVM,xgb_shap,4,MSE,4.492820648751503,reg
SVM,xgb_shap,4,MSE,5.006169306130831,reg
SVM,xgb_shap,4,MSE,4.326603297381268,reg
SVM,xgb_shap,4,MSE,5.080290745793992,reg
SVM,xgb_shap,4,MSE,4.6831054290957175,reg
SVM,xgb_shap,5,MSE,4.2873771213871334,reg
SVM,xgb_shap,5,MSE,4.961950931427256,reg
SVM,xgb_shap,5,MSE,4.241851419363952,reg
SVM,xgb_shap,5,MSE,5.010178044821004,reg
SVM,xgb_shap,5,MSE,4.58762988644828,reg
SVM,xgb_shap,6,MSE,4.280894818106352,reg
SVM,xgb_shap,6,MSE,4.954035917694638,reg
SVM,xgb_shap,6,MSE,4.215099457518641,reg
SVM,xgb_shap,6,MSE,5.023934811903654,reg
SVM,xgb_shap,6,MSE,4.460083350245181,reg
SVM,xgb_shap,7,MSE,4.206741971346037,reg
SVM,xgb_shap,7,MSE,4.955301959144002,reg
SVM,xgb_shap,7,MSE,4.2711452508945875,reg
SVM,xgb_shap,7,MSE,4.940585800011511,reg
SVM,xgb_shap,7,MSE,4.600190159532187,reg
SVM,xgb_shap,8,MSE,4.205110680118577,reg
SVM,xgb_shap,8,MSE,4.912784624826019,reg
SVM,xgb_shap,8,MSE,4.238125916639521,reg
SVM,xgb_shap,8,MSE,4.897172802938856,reg
SVM,xgb_shap,8,MSE,4.513154750772553,reg
SVM,xgb_shap,9,MSE,4.240220094405826,reg
SVM,xgb_shap,9,MSE,4.945966467810897,reg
SVM,xgb_shap,9,MSE,4.229227545910552,reg
SVM,xgb_shap,9,MSE,4.990503997879054,reg
SVM,xgb_shap,9,MSE,4.507954830185312,reg
SVM,xgb_shap,10,MSE,4.250147916820459,reg
SVM,xgb_shap,10,MSE,4.997090705681339,reg
SVM,xgb_shap,10,MSE,4.256801906261248,reg
SVM,xgb_shap,10,MSE,4.975300639532533,reg
SVM,xgb_shap,10,MSE,4.5695986546700675,reg
RF,xgb,1,MSE,8.365697465524274,reg
RF,xgb,1,MSE,9.968297831773018,reg
RF,xgb,1,MSE,9.575121275114252,reg
RF,xgb,1,MSE,10.303643286605809,reg
RF,xgb,1,MSE,9.872627376250872,reg
RF,xgb,2,MSE,7.800635646107111,reg
RF,xgb,2,MSE,9.3689307618318,reg
RF,xgb,2,MSE,8.873415230696263,reg
RF,xgb,2,MSE,9.624971784145131,reg
RF,xgb,2,MSE,9.187558575492915,reg
RF,xgb,3,MSE,7.120428823364999,reg
RF,xgb,3,MSE,8.583134850325859,reg
RF,xgb,3,MSE,7.888150719353074,reg
RF,xgb,3,MSE,8.545127408842967,reg
RF,xgb,3,MSE,8.187877729063525,reg
RF,xgb,4,MSE,7.109522504616888,reg
RF,xgb,4,MSE,8.571834569634365,reg
RF,xgb,4,MSE,7.872825441196043,reg
RF,xgb,4,MSE,8.532628877324395,reg
RF,xgb,4,MSE,8.176041985149748,reg
RF,xgb,5,MSE,6.784142605161111,reg
RF,xgb,5,MSE,8.160161962257819,reg
RF,xgb,5,MSE,7.522565704546511,reg
RF,xgb,5,MSE,8.111572022906193,reg
RF,xgb,5,MSE,7.862386485202512,reg
RF,xgb,6,MSE,6.785145861525745,reg
RF,xgb,6,MSE,8.164369582598049,reg
RF,xgb,6,MSE,7.525563355043999,reg
RF,xgb,6,MSE,8.11285396989245,reg
RF,xgb,6,MSE,7.861021770173503,reg
RF,xgb,7,MSE,6.745748540909098,reg
RF,xgb,7,MSE,8.136418219733574,reg
RF,xgb,7,MSE,7.508935554880616,reg
RF,xgb,7,MSE,8.072755643062823,reg
RF,xgb,7,MSE,7.827129693117544,reg
RF,xgb,8,MSE,6.711328119516073,reg
RF,xgb,8,MSE,8.097475525994243,reg
RF,xgb,8,MSE,7.488852726483355,reg
RF,xgb,8,MSE,8.04192426714228,reg
RF,xgb,8,MSE,7.797481853905733,reg
RF,xgb,9,MSE,6.66231413972718,reg
RF,xgb,9,MSE,8.058136946186877,reg
RF,xgb,9,MSE,7.483119291779866,reg
RF,xgb,9,MSE,7.991959309495808,reg
RF,xgb,9,MSE,7.793762299778063,reg
RF,xgb,10,MSE,6.671654792514302,reg
RF,xgb,10,MSE,8.051693059171527,reg
RF,xgb,10,MSE,7.481180287342579,reg
RF,xgb,10,MSE,8.00482733532072,reg
RF,xgb,10,MSE,7.775969709061134,reg
RF,perm,1,MSE,8.173292393185557,reg
RF,perm,1,MSE,9.77647180750493,reg
RF,perm,1,MSE,9.29151387395522,reg
RF,perm,1,MSE,10.121731960381638,reg
RF,perm,1,MSE,9.666574166935895,reg
RF,perm,2,MSE,7.800635646107111,reg
RF,perm,2,MSE,9.3689307618318,reg
RF,perm,2,MSE,8.873415230696263,reg
RF,perm,2,MSE,9.624971784145131,reg
RF,perm,2,MSE,9.187558575492915,reg
RF,perm,3,MSE,7.120428823364999,reg
RF,perm,3,MSE,8.583134850325859,reg
RF,perm,3,MSE,7.888150719353074,reg
RF,perm,3,MSE,8.545127408842967,reg
RF,perm,3,MSE,8.187877729063525,reg
RF,perm,4,MSE,7.109522504616888,reg
RF,perm,4,MSE,8.571834569634365,reg
RF,perm,4,MSE,7.872825441196043,reg
RF,perm,4,MSE,8.532628877324395,reg
RF,perm,4,MSE,8.176041985149748,reg
RF,perm,5,MSE,7.0691441233101955,reg
RF,perm,5,MSE,8.527710279422472,reg
RF,perm,5,MSE,7.8516284242075045,reg
RF,perm,5,MSE,8.489231073697663,reg
RF,perm,5,MSE,8.127495558458563,reg
RF,perm,6,MSE,7.074466678423612,reg
RF,perm,6,MSE,8.528259084580903,reg
RF,perm,6,MSE,7.848822814954358,reg
RF,perm,6,MSE,8.481739891390637,reg
RF,perm,6,MSE,8.121081462474395,reg
RF,perm,7,MSE,7.03709448923545,reg
RF,perm,7,MSE,8.49309685980528,reg
RF,perm,7,MSE,7.823151723215818,reg
RF,perm,7,MSE,8.437185201568369,reg
RF,perm,7,MSE,8.081955547122226,reg
RF,perm,8,MSE,6.711328119516073,reg
RF,perm,8,MSE,8.097475525994243,reg
RF,perm,8,MSE,7.488852726483354,reg
RF,perm,8,MSE,8.04192426714228,reg
RF,perm,8,MSE,7.797481853905732,reg
RF,perm,9,MSE,6.662314139727181,reg
RF,perm,9,MSE,8.058136946186877,reg
RF,perm,9,MSE,7.483119291779866,reg
RF,perm,9,MSE,7.991959309495808,reg
RF,perm,9,MSE,7.793762299778063,reg
RF,perm,10,MSE,6.671654792514301,reg
RF,perm,10,MSE,8.051693059171527,reg
RF,perm,10,MSE,7.481180287342579,reg
RF,perm,10,MSE,8.004827335320718,reg
RF,perm,10,MSE,7.775969709061134,reg
RF,rf_shap,1,MSE,8.173292393185557,reg
RF,rf_shap,1,MSE,9.77647180750493,reg
RF,rf_shap,1,MSE,9.29151387395522,reg
RF,rf_shap,1,MSE,10.121731960381638,reg
RF,rf_shap,1,MSE,9.666574166935895,reg
RF,rf_shap,2,MSE,7.800635646107111,reg
RF,rf_shap,2,MSE,9.3689307618318,reg
RF,rf_shap,2,MSE,8.873415230696263,reg
RF,rf_shap,2,MSE,9.624971784145131,reg
RF,rf_shap,2,MSE,9.187558575492915,reg
RF,rf_shap,3,MSE,7.7670595451628595,reg
RF,rf_shap,3,MSE,9.33161162698656,reg
RF,rf_shap,3,MSE,8.834679622794036,reg
RF,rf_shap,3,MSE,9.590590661386434,reg
RF,rf_shap,3,MSE,9.145359297520823,reg
RF,rf_shap,4,MSE,7.109522504616888,reg
RF,rf_shap,4,MSE,8.571834569634365,reg
RF,rf_shap,4,MSE,7.872825441196043,reg
RF,rf_shap,4,MSE,8.532628877324395,reg
RF,rf_shap,4,MSE,8.176041985149746,reg
RF,rf_shap,5,MSE,7.069144123310197,reg
RF,rf_shap,5,MSE,8.527710279422472,reg
RF,rf_shap,5,MSE,7.8516284242075045,reg
RF,rf_shap,5,MSE,8.489231073697665,reg
RF,rf_shap,5,MSE,8.127495558458564,reg
RF,rf_shap,6,MSE,7.074466678423612,reg
RF,rf_shap,6,MSE,8.528259084580903,reg
RF,rf_shap,6,MSE,7.84882281495436,reg
RF,rf_shap,6,MSE,8.481739891390639,reg
RF,rf_shap,6,MSE,8.121081462474395,reg
RF,rf_shap,7,MSE,6.7457485409091,reg
RF,rf_shap,7,MSE,8.136418219733574,reg
RF,rf_shap,7,MSE,7.508935554880616,reg
RF,rf_shap,7,MSE,8.072755643062823,reg
RF,rf_shap,7,MSE,7.827129693117543,reg
RF,rf_shap,8,MSE,6.7113281195160726,reg
RF,rf_shap,8,MSE,8.097475525994243,reg
RF,rf_shap,8,MSE,7.488852726483355,reg
RF,rf_shap,8,MSE,8.04192426714228,reg
RF,rf_shap,8,MSE,7.797481853905733,reg
RF,rf_shap,9,MSE,6.662314139727182,reg
RF,rf_shap,9,MSE,8.058136946186877,reg
RF,rf_shap,9,MSE,7.483119291779868,reg
RF,rf_shap,9,MSE,7.991959309495808,reg
RF,rf_shap,9,MSE,7.793762299778064,reg
RF,rf_shap,10,MSE,6.671654792514301,reg
RF,rf_shap,10,MSE,8.051693059171527,reg
RF,rf_shap,10,MSE,7.481180287342578,reg
RF,rf_shap,10,MSE,8.00482733532072,reg
RF,rf_shap,10,MSE,7.775969709061135,reg
RF,rf,1,MSE,8.173292393185557,reg
RF,rf,1,MSE,9.77647180750493,reg
RF,rf,1,MSE,9.29151387395522,reg
RF,rf,1,MSE,10.121731960381638,reg
RF,rf,1,MSE,9.666574166935895,reg
RF,rf,2,MSE,8.102935699205066,reg
RF,rf,2,MSE,9.698318509593188,reg
RF,rf,2,MSE,9.229558839543303,reg
RF,rf,2,MSE,10.043666092390012,reg
RF,rf,2,MSE,9.591448580018907,reg
RF,rf,3,MSE,7.083151034020614,reg
RF,rf,3,MSE,8.532971928069982,reg
RF,rf,3,MSE,7.837713386798372,reg
RF,rf,3,MSE,8.50639197993929,reg
RF,rf,3,MSE,8.140117542671994,reg
RF,rf,4,MSE,7.109522504616888,reg
RF,rf,4,MSE,8.571834569634365,reg
RF,rf,4,MSE,7.872825441196042,reg
RF,rf,4,MSE,8.532628877324393,reg
RF,rf,4,MSE,8.176041985149748,reg
RF,rf,5,MSE,7.109841726408445,reg
RF,rf,5,MSE,8.571383422585603,reg
RF,rf,5,MSE,7.873226743722122,reg
RF,rf,5,MSE,8.526608789471453,reg
RF,rf,5,MSE,8.174081609196273,reg
RF,rf,6,MSE,7.074466678423612,reg
RF,rf,6,MSE,8.528259084580903,reg
RF,rf,6,MSE,7.848822814954358,reg
RF,rf,6,MSE,8.481739891390637,reg
RF,rf,6,MSE,8.121081462474395,reg
RF,rf,7,MSE,7.03709448923545,reg
RF,rf,7,MSE,8.49309685980528,reg
RF,rf,7,MSE,7.823151723215815,reg
RF,rf,7,MSE,8.437185201568367,reg
RF,rf,7,MSE,8.081955547122227,reg
RF,rf,8,MSE,6.711328119516073,reg
RF,rf,8,MSE,8.097475525994245,reg
RF,rf,8,MSE,7.488852726483354,reg
RF,rf,8,MSE,8.04192426714228,reg
RF,rf,8,MSE,7.797481853905731,reg
RF,rf,9,MSE,6.662314139727181,reg
RF,rf,9,MSE,8.058136946186877,reg
RF,rf,9,MSE,7.483119291779868,reg
RF,rf,9,MSE,7.99195930949581,reg
RF,rf,9,MSE,7.793762299778063,reg
RF,rf,10,MSE,6.671654792514302,reg
RF,rf,10,MSE,8.051693059171527,reg
RF,rf,10,MSE,7.481180287342579,reg
RF,rf,10,MSE,8.00482733532072,reg
RF,rf,10,MSE,7.775969709061134,reg
RF,wv_rf,1,MSE,8.173292393185557,reg
RF,wv_rf,1,MSE,9.77647180750493,reg
RF,wv_rf,1,MSE,9.29151387395522,reg
RF,wv_rf,1,MSE,10.121731960381638,reg
RF,wv_rf,1,MSE,9.666574166935895,reg
RF,wv_rf,2,MSE,7.800635646107111,reg
RF,wv_rf,2,MSE,9.3689307618318,reg
RF,wv_rf,2,MSE,8.873415230696263,reg
RF,wv_rf,2,MSE,9.624971784145131,reg
RF,wv_rf,2,MSE,9.187558575492915,reg
RF,wv_rf,3,MSE,7.708245775932817,reg
RF,wv_rf,3,MSE,9.279443409695977,reg
RF,wv_rf,3,MSE,8.75682618830312,reg
RF,wv_rf,3,MSE,9.488542499036548,reg
RF,wv_rf,3,MSE,9.060573285765171,reg
RF,wv_rf,4,MSE,7.121943373941812,reg
RF,wv_rf,4,MSE,8.583662533706732,reg
RF,wv_rf,4,MSE,7.887920430192919,reg
RF,wv_rf,4,MSE,8.535378865197007,reg
RF,wv_rf,4,MSE,8.180556571453572,reg
RF,wv_rf,5,MSE,7.109841726408444,reg
RF,wv_rf,5,MSE,8.571383422585603,reg
RF,wv_rf,5,MSE,7.873226743722122,reg
RF,wv_rf,5,MSE,8.526608789471453,reg
RF,wv_rf,5,MSE,8.174081609196275,reg
RF,wv_rf,6,MSE,7.0674395807012385,reg
RF,wv_rf,6,MSE,8.52777488534769,reg
RF,wv_rf,6,MSE,7.848857284255855,reg
RF,wv_rf,6,MSE,8.477554527042468,reg
RF,wv_rf,6,MSE,8.123172644464995,reg
RF,wv_rf,7,MSE,7.03709448923545,reg
RF,wv_rf,7,MSE,8.49309685980528,reg
RF,wv_rf,7,MSE,7.823151723215816,reg
RF,wv_rf,7,MSE,8.437185201568369,reg
RF,wv_rf,7,MSE,8.081955547122227,reg
RF,wv_rf,8,MSE,6.711328119516073,reg
RF,wv_rf,8,MSE,8.097475525994245,reg
RF,wv_rf,8,MSE,7.488852726483354,reg
RF,wv_rf,8,MSE,8.041924267142278,reg
RF,wv_rf,8,MSE,7.797481853905732,reg
RF,wv_rf,9,MSE,6.662314139727181,reg
RF,wv_rf,9,MSE,8.058136946186877,reg
RF,wv_rf,9,MSE,7.483119291779866,reg
RF,wv_rf,9,MSE,7.99195930949581,reg
RF,wv_rf,9,MSE,7.793762299778065,reg
RF,wv_rf,10,MSE,6.6716547925143015,reg
RF,wv_rf,10,MSE,8.051693059171527,reg
RF,wv_rf,10,MSE,7.481180287342579,reg
RF,wv_rf,10,MSE,8.004827335320718,reg
RF,wv_rf,10,MSE,7.775969709061135,reg
RF,xgb_shap,1,MSE,8.365697465524274,reg
RF,xgb_shap,1,MSE,9.968297831773018,reg
RF,xgb_shap,1,MSE,9.575121275114252,reg
RF,xgb_shap,1,MSE,10.303643286605809,reg
RF,xgb_shap,1,MSE,9.872627376250872,reg
RF,xgb_shap,2,MSE,7.800635646107111,reg
RF,xgb_shap,2,MSE,9.3689307618318,reg
RF,xgb_shap,2,MSE,8.873415230696263,reg
RF,xgb_shap,2,MSE,9.624971784145131,reg
RF,xgb_shap,2,MSE,9.187558575492915,reg
RF,xgb_shap,3,MSE,7.120428823364999,reg
RF,xgb_shap,3,MSE,8.583134850325859,reg
RF,xgb_shap,3,MSE,7.888150719353074,reg
RF,xgb_shap,3,MSE,8.545127408842967,reg
RF,xgb_shap,3,MSE,8.187877729063525,reg
RF,xgb_shap,4,MSE,7.109522504616888,reg
RF,xgb_shap,4,MSE,8.571834569634365,reg
RF,xgb_shap,4,MSE,7.872825441196043,reg
RF,xgb_shap,4,MSE,8.532628877324395,reg
RF,xgb_shap,4,MSE,8.176041985149748,reg
RF,xgb_shap,5,MSE,6.784142605161111,reg
RF,xgb_shap,5,MSE,8.160161962257819,reg
RF,xgb_shap,5,MSE,7.522565704546511,reg
RF,xgb_shap,5,MSE,8.111572022906193,reg
RF,xgb_shap,5,MSE,7.862386485202512,reg
RF,xgb_shap,6,MSE,6.785145861525745,reg
RF,xgb_shap,6,MSE,8.164369582598049,reg
RF,xgb_shap,6,MSE,7.525563355043999,reg
RF,xgb_shap,6,MSE,8.11285396989245,reg
RF,xgb_shap,6,MSE,7.861021770173503,reg
RF,xgb_shap,7,MSE,6.745748540909098,reg
RF,xgb_shap,7,MSE,8.136418219733574,reg
RF,xgb_shap,7,MSE,7.508935554880616,reg
RF,xgb_shap,7,MSE,8.072755643062823,reg
RF,xgb_shap,7,MSE,7.827129693117544,reg
RF,xgb_shap,8,MSE,6.711328119516073,reg
RF,xgb_shap,8,MSE,8.097475525994243,reg
RF,xgb_shap,8,MSE,7.488852726483355,reg
RF,xgb_shap,8,MSE,8.04192426714228,reg
RF,xgb_shap,8,MSE,7.797481853905733,reg
RF,xgb_shap,9,MSE,6.66231413972718,reg
RF,xgb_shap,9,MSE,8.058136946186877,reg
RF,xgb_shap,9,MSE,7.483119291779866,reg
RF,xgb_shap,9,MSE,7.991959309495808,reg
RF,xgb_shap,9,MSE,7.793762299778063,reg
RF,xgb_shap,10,MSE,6.671654792514302,reg
RF,xgb_shap,10,MSE,8.051693059171527,reg
RF,xgb_shap,10,MSE,7.481180287342579,reg
RF,xgb_shap,10,MSE,8.00482733532072,reg
RF,xgb_shap,10,MSE,7.775969709061134,reg
LR,xgb,1,MSE,7.815179226628405,reg
LR,xgb,1,MSE,8.994617271221315,reg
LR,xgb,1,MSE,8.411466420069603,reg
LR,xgb,1,MSE,8.90807743589617,reg
LR,xgb,1,MSE,8.695885469036774,reg
LR,xgb,2,MSE,5.160621478764442,reg
LR,xgb,2,MSE,5.862268099863025,reg
LR,xgb,2,MSE,5.312621033857339,reg
LR,xgb,2,MSE,5.898528353150811,reg
LR,xgb,2,MSE,5.184528847571721,reg
LR,xgb,3,MSE,5.238411850730627,reg
LR,xgb,3,MSE,5.554489400202444,reg
LR,xgb,3,MSE,4.9933270623424635,reg
LR,xgb,3,MSE,5.617167814892671,reg
LR,xgb,3,MSE,5.141431633294888,reg
LR,xgb,4,MSE,4.993683472751578,reg
LR,xgb,4,MSE,5.340786220891183,reg
LR,xgb,4,MSE,4.768169996367376,reg
LR,xgb,4,MSE,5.443060422890845,reg
LR,xgb,4,MSE,6.329160572507163,reg
LR,xgb,5,MSE,4.871225852007101,reg
LR,xgb,5,MSE,5.251348361316773,reg
LR,xgb,5,MSE,4.625411991191842,reg
LR,xgb,5,MSE,5.253295760500303,reg
LR,xgb,5,MSE,6.058919376635901,reg
LR,xgb,6,MSE,4.876575652551542,reg
LR,xgb,6,MSE,5.146703445875926,reg
LR,xgb,6,MSE,4.590417254234262,reg
LR,xgb,6,MSE,5.132316482877893,reg
LR,xgb,6,MSE,6.193048356111171,reg
LR,xgb,7,MSE,4.705828472280261,reg
LR,xgb,7,MSE,5.068368218078444,reg
LR,xgb,7,MSE,4.467594293131482,reg
LR,xgb,7,MSE,5.008530198828178,reg
LR,xgb,7,MSE,5.53149810839279,reg
LR,xgb,8,MSE,4.707225723376979,reg
LR,xgb,8,MSE,5.068815343350662,reg
LR,xgb,8,MSE,4.4695747814881015,reg
LR,xgb,8,MSE,5.008458553186467,reg
LR,xgb,8,MSE,5.540910260094114,reg
LR,xgb,9,MSE,4.706397601786512,reg
LR,xgb,9,MSE,5.076700224292095,reg
LR,xgb,9,MSE,4.468170878259287,reg
LR,xgb,9,MSE,5.00901675813188,reg
LR,xgb,9,MSE,5.539799265042243,reg
LR,xgb,10,MSE,4.706397601786521,reg
LR,xgb,10,MSE,5.076700224292092,reg
LR,xgb,10,MSE,4.4707744666916165,reg
LR,xgb,10,MSE,5.023660588978293,reg
LR,xgb,10,MSE,5.539799265042226,reg
LR,perm,1,MSE,5.954437951794029,reg
LR,perm,1,MSE,6.879406253896245,reg
LR,perm,1,MSE,6.019422435427703,reg
LR,perm,1,MSE,6.52327290934849,reg
LR,perm,1,MSE,6.175003015731761,reg
LR,perm,2,MSE,5.160621478764443,reg
LR,perm,2,MSE,5.862268099863025,reg
LR,perm,2,MSE,5.312621033857338,reg
LR,perm,2,MSE,5.89852835315081,reg
LR,perm,2,MSE,5.184528847571721,reg
LR,perm,3,MSE,5.238411850730626,reg
LR,perm,3,MSE,5.554489400202444,reg
LR,perm,3,MSE,4.993327062342462,reg
LR,perm,3,MSE,5.617167814892668,reg
LR,perm,3,MSE,5.141431633294888,reg
LR,perm,4,MSE,4.9936834727515755,reg
LR,perm,4,MSE,5.340786220891184,reg
LR,perm,4,MSE,4.768169996367376,reg
LR,perm,4,MSE,5.443060422890844,reg
LR,perm,4,MSE,6.3291605725071625,reg
LR,perm,5,MSE,4.822547032116861,reg
LR,perm,5,MSE,5.252903926123447,reg
LR,perm,5,MSE,4.634113389401142,reg
LR,perm,5,MSE,5.298879830469351,reg
LR,perm,5,MSE,5.614957631775498,reg
LR,perm,6,MSE,4.8177875236344265,reg
LR,perm,6,MSE,5.146066661628888,reg
LR,perm,6,MSE,4.5865963979433415,reg
LR,perm,6,MSE,5.178997793638442,reg
LR,perm,6,MSE,5.671057960756458,reg
LR,perm,7,MSE,4.8151503634488435,reg
LR,perm,7,MSE,5.146554887227675,reg
LR,perm,7,MSE,4.589007976383278,reg
LR,perm,7,MSE,5.176885951577724,reg
LR,perm,7,MSE,5.6854428621197775,reg
LR,perm,8,MSE,4.707225723376976,reg
LR,perm,8,MSE,5.068815343350663,reg
LR,perm,8,MSE,4.469574781488102,reg
LR,perm,8,MSE,5.008458553186467,reg
LR,perm,8,MSE,5.5409102600941145,reg
LR,perm,9,MSE,4.706397601786502,reg
LR,perm,9,MSE,5.076700224292096,reg
LR,perm,9,MSE,4.468170878259288,reg
LR,perm,9,MSE,5.00901675813187,reg
LR,perm,9,MSE,5.5397992650422365,reg
LR,perm,10,MSE,4.706397601786504,reg
LR,perm,10,MSE,5.076700224292092,reg
LR,perm,10,MSE,4.468170878259287,reg
LR,perm,10,MSE,5.009016758131871,reg
LR,perm,10,MSE,5.548582083879117,reg
LR,rf_shap,1,MSE,5.954437951794029,reg
LR,rf_shap,1,MSE,6.879406253896245,reg
LR,rf_shap,1,MSE,6.019422435427703,reg
LR,rf_shap,1,MSE,6.52327290934849,reg
LR,rf_shap,1,MSE,6.175003015731761,reg
LR,rf_shap,2,MSE,5.160621478764443,reg
LR,rf_shap,2,MSE,5.862268099863025,reg
LR,rf_shap,2,MSE,5.312621033857338,reg
LR,rf_shap,2,MSE,5.89852835315081,reg
LR,rf_shap,2,MSE,5.184528847571721,reg
LR,rf_shap,3,MSE,4.890465903989305,reg
LR,rf_shap,3,MSE,5.586457890150184,reg
LR,rf_shap,3,MSE,5.009764215415745,reg
LR,rf_shap,3,MSE,5.6732250271500515,reg
LR,rf_shap,3,MSE,6.6524710628954145,reg
LR,rf_shap,4,MSE,4.9936834727515755,reg
LR,rf_shap,4,MSE,5.340786220891184,reg
LR,rf_shap,4,MSE,4.768169996367376,reg
LR,rf_shap,4,MSE,5.443060422890844,reg
LR,rf_shap,4,MSE,6.329160572507163,reg
LR,rf_shap,5,MSE,4.822547032116862,reg
LR,rf_shap,5,MSE,5.25290392612345,reg
LR,rf_shap,5,MSE,4.634113389401143,reg
LR,rf_shap,5,MSE,5.298879830469351,reg
LR,rf_shap,5,MSE,5.614957631775499,reg
LR,rf_shap,6,MSE,4.817787523634427,reg
LR,rf_shap,6,MSE,5.146066661628888,reg
LR,rf_shap,6,MSE,4.5865963979433415,reg
LR,rf_shap,6,MSE,5.178997793638442,reg
LR,rf_shap,6,MSE,5.671057960756458,reg
LR,rf_shap,7,MSE,4.705828472280262,reg
LR,rf_shap,7,MSE,5.068368218078444,reg
LR,rf_shap,7,MSE,4.467594293131484,reg
LR,rf_shap,7,MSE,5.008530198828179,reg
LR,rf_shap,7,MSE,5.531498108392788,reg
LR,rf_shap,8,MSE,4.7072257233769745,reg
LR,rf_shap,8,MSE,5.068815343350663,reg
LR,rf_shap,8,MSE,4.469574781488103,reg
